id,species_id,name,species,breed,age,gender,weight,status,found,released,admitted,image_url,url
24575,1031/19,Pompon,dog,Mieszaniec,6 lat,samiec,17 kg,wydane adopcja,ul. Czekoladowa,2019-07-23,2019-05-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190531182146.jpg,https://napaluchu.waw.pl/pet/011901392/
24576,1156/19,Blues,dog,Mieszaniec,7 lat,samiec,15 kg,wydane adopcja,Warszawa Dawidy - Ursynów,2019-07-23,2019-05-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190712095403.jpg,https://napaluchu.waw.pl/pet/011901573/
24577,0963/19,Fistaszek,dog,Mieszaniec,6 lat,samiec,9 kg,wydane adopcja,z ul. Kapeli,2019-07-22,2019-05-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190527135056.png,https://napaluchu.waw.pl/pet/011901300/
24578,1215/19,Czoko,dog,Mieszaniec,6 lat,samiec,9 kg,wydane adopcja,Chłopickiego,2019-07-22,2019-06-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190710115511.jpg,https://napaluchu.waw.pl/pet/011901694/
24582,0581/19,Piegusek,dog,Mieszaniec,7 lat,samiec,13 kg,wydane adopcja,ul. Trakt Lubelski (znaleziony ul. Kosciuszkowców),2019-07-21,2019-03-16,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617184639.jpg,https://napaluchu.waw.pl/pet/011900774/
24583,0860/19,Rodi,dog,Mieszaniec,7 lat,samiec,14 kg,wydane adopcja,z ul. Plywackiej,2019-07-21,2019-04-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190628154454.png,https://napaluchu.waw.pl/pet/011901148/
24584,0997/19,Jadźka,dog,Owczarek kaukaski,10 lat,samica,58 kg,wydane adopcja,,2019-07-21,2019-05-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190601232329.jpeg,https://napaluchu.waw.pl/pet/011901347/
24586,1481/19,,dog,Mieszaniec,5 lat,samica,2 kg,wydane adopcja,Park Skaryszewski,2019-07-21,2019-07-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9277_mini.jpg,https://napaluchu.waw.pl/pet/011902217/
24587,0168/18,Yogi,dog,Mieszaniec,11 lat,samiec,48 kg,wydane adopcja,Fundacja Sfora,2019-07-21,2018-01-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190604121030.jpeg,https://napaluchu.waw.pl/pet/011800134/
24588,0378/18,Porto,dog,Mieszaniec,8 lat,samiec,22 kg,wydane adopcja,ul. Maciejowicka,2019-07-20,2018-02-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190610111053.jpg,https://napaluchu.waw.pl/pet/011800428/
24589,0296/19,Uzo,dog,Mieszaniec,7 lat,samiec,8 kg,wydane adopcja,ul. Zatylna,2019-07-20,2019-02-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190601225311.jpg,https://napaluchu.waw.pl/pet/011900404/
24590,0812/19,Sky,dog,Mieszaniec,6 lat,samiec,11 kg,wydane adopcja,Żabieniec,2019-07-20,2019-04-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190523073245.jpg,https://napaluchu.waw.pl/pet/011901085/
24591,1035/19,Betina,dog,Mieszaniec,6 lat,samica,12 kg,wydane adopcja,# weryfikacja,2019-07-20,2019-05-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190716155844.jpg,https://napaluchu.waw.pl/pet/011901399/
24592,1062/19,Kappa,dog,Mieszaniec,7 lat,samica,13 kg,wydane adopcja,Toruńska,2019-07-20,2019-05-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190624083024.jpg,https://napaluchu.waw.pl/pet/011901437/
24593,1073/19,Aria,dog,Mieszaniec,8 lat,samica,9 kg,wydane adopcja,Płochocińska,2019-07-20,2019-05-21,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190704092547.JPG,https://napaluchu.waw.pl/pet/011901456/
24594,1111/19,Kluska,dog,Labrador,12 lat,samica,55 kg,wydane adopcja,ul. Godebskiego (lecznica),2019-07-20,2019-05-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190613111507.jpg,https://napaluchu.waw.pl/pet/011901503/
24595,1351/19,Bandi,dog,Mieszaniec,6 lat,samiec,13 kg,wydane adopcja,Plac Defilad,2019-07-20,2019-07-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190723110607.jpg,https://napaluchu.waw.pl/pet/011901977/
24596,0912/19,Doris,dog,Mieszaniec,8 lat,samica,10 kg,wydane adopcja,ul. Gagarina (lecznica),2019-07-19,2019-04-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190705013531.JPG,https://napaluchu.waw.pl/pet/011901217/
24597,1214/19,Szansa,dog,Mieszaniec,10 lat,samica,11 kg,wydane adopcja,# weryfikacja,2019-07-19,2019-06-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190716075036.jpg,https://napaluchu.waw.pl/pet/011901693/
24598,1478/19,,dog,Mieszaniec,16 lat,samiec,34 kg,wydane adopcja,Międzynarodowa,2019-07-19,2019-07-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9274_mini.jpg,https://napaluchu.waw.pl/pet/011902214/
24599,0949/19,Kaskada,dog,Amstaff,16 lat,samica,31 kg,wydane adopcja,ul. Wasilewskiego,2019-07-18,2019-05-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190523075049.jpeg,https://napaluchu.waw.pl/pet/011901280/
24600,0983/19,Draka,dog,Buldog amerykański,8 lat,samica,39 kg,wydane adopcja,Podleśna,2019-07-18,2019-05-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617104220.jpg,https://napaluchu.waw.pl/pet/011901330/
24603,0900/19,Żuczek teraz Milo :-),dog,Mieszaniec,12 lat,samiec,22 kg,wydane adopcja,Powązkowska,2019-07-17,2019-04-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190626081725.jpg,https://napaluchu.waw.pl/pet/011901202/
24607,1068/19,Summer,dog,Terier walijski,16 lat,samica,9 kg,wydane adopcja,Sm z ul Afrykańskiej,2019-07-16,2019-05-21,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190702102511.jpg,https://napaluchu.waw.pl/pet/011901451/
24608,0955/19,Sofia,dog,Mieszaniec,17 lat,samica,11 kg,wydane adopcja,Białobrzeska,2019-07-15,2019-05-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190628075603.jpg,https://napaluchu.waw.pl/pet/011901289/
24609,1006/19,Bert,dog,Mieszaniec,18 lat,samiec,13 kg,wydane adopcja,ul. Chrobrego,2019-07-15,2019-05-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190711191545.jpg,https://napaluchu.waw.pl/pet/011901358/
24610,1084/19,Ryjek,dog,Mieszaniec,12 lat,samiec,9 kg,wydane adopcja,# weryfikacja,2019-07-15,2019-05-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190530094137.jpg,https://napaluchu.waw.pl/pet/011901469/
24614,0980/18,Maniuś,dog,Mieszaniec,13 lat,samiec,18 kg,wydane adopcja,# weryfikacja,2019-07-15,2018-05-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190202100824.jpg,https://napaluchu.waw.pl/pet/011801245/
24615,1267/19,Dżeki,dog,Owczarek niemiecki,12 lat,samiec,33 kg,wydane adopcja,ul. Żeromskiego,2019-07-14,2019-06-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011901799_mini.jpg,https://napaluchu.waw.pl/pet/011901799/
24616,0767/19,Bambi,dog,Mieszaniec,7 lat,samiec,9 kg,wydane adopcja,ul.Municypalna,2019-07-13,2019-04-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190621163856.JPG,https://napaluchu.waw.pl/pet/011901010/
24617,0821/19,Misty,dog,Mieszaniec,6 lat,samica,10 kg,wydane adopcja,Wawelberga,2019-07-13,2019-04-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190523072617.jpg,https://napaluchu.waw.pl/pet/011901099/
24619,0213/16,Neo,dog,Mieszaniec,19 lat,samiec,30 kg,wydane adopcja,ul. Olbrachta,2019-07-13,2016-01-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190419132856.jpg,https://napaluchu.waw.pl/pet/011600221/
24620,0894/19,Ciapek,dog,Mieszaniec,9 lat,samiec,10 kg,wydane adopcja,"z ul. Widnej, Zalesie Górne",2019-07-12,2019-04-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190619145049.jpg,https://napaluchu.waw.pl/pet/011901196/
24621,0916/19,Freya,dog,Mieszaniec,7 lat,samica,16 kg,wydane adopcja,ul. Książęca (lecznica),2019-07-12,2019-04-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190610091810.jpg,https://napaluchu.waw.pl/pet/011901223/
24622,1401/19,,dog,Mieszaniec,5 lat,samiec,4 kg,wydane adopcja,Gagarina (lecznica),2019-07-12,2019-07-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9174_mini.jpg,https://napaluchu.waw.pl/pet/011902072/
24626,0771/19,Szorstek,dog,Mieszaniec,20 lat,samiec,8 kg,wydane adopcja,# weryfikacja,2019-07-11,2019-04-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190423102519.jpg,https://napaluchu.waw.pl/pet/011901015/
24627,1294/19,Miki,dog,Yorkshire terier,16 lat,samiec,5 kg,wydane adopcja,Śreniawitów lecznica,2019-07-11,2019-06-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9040_mini.jpg,https://napaluchu.waw.pl/pet/011901857/
24628,1417/19,,dog,Mieszaniec,5 lat,samica,3 kg,wydane adopcja,ul.Poborzańska,2019-07-11,2019-07-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9200_mini.jpg,https://napaluchu.waw.pl/pet/011902103/
24630,0254/19,Zoja,dog,Mieszaniec,21 lat,samica,9 kg,wydane adopcja,ul. Gościniec - Wesoła,2019-07-10,2019-02-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617110953.jpg,https://napaluchu.waw.pl/pet/011900337/
24631,0330/19,Kiwi,dog,Mieszaniec,7 lat,samica,14 kg,wydane adopcja,ul Czardasza,2019-07-10,2019-02-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190405024512.jpg,https://napaluchu.waw.pl/pet/011900446/
24632,0953/19,Eklerka,dog,Mieszaniec,7 lat,samica,7 kg,wydane adopcja,ul. Graniczna,2019-07-10,2019-05-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190611113317.jpg,https://napaluchu.waw.pl/pet/011901287/
24633,0917/19,Goździk,dog,Mieszaniec,7 lat,samiec,6 kg,wydane adopcja,ul. Syreny,2019-07-09,2019-04-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190604091647.png,https://napaluchu.waw.pl/pet/011901224/
24634,1268/19,Vera,dog,Jamnik,19 lat,samica,11 kg,wydane adopcja,ul. Żeromskiego,2019-07-09,2019-06-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011901800_mini.jpg,https://napaluchu.waw.pl/pet/011901800/
24637,1411/19,,dog,Mieszaniec,5 lat,samica,1 kg,wydane adopcja,ul. Grenadierów (lecznica),2019-07-09,2019-07-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/9221.jpg,https://napaluchu.waw.pl/pet/011902090/
24640,0724/19,Tess,dog,Mieszaniec,12 lat,samica,10 kg,wydane adopcja,# weryfikacja,2019-07-07,2019-04-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190526144639.jpg,https://napaluchu.waw.pl/pet/011900956/
24641,0891/19,Wilma,dog,Jamnik,7 lat,samica,7 kg,wydane adopcja,ul. Mineralna,2019-07-07,2019-04-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190423161606.jpg,https://napaluchu.waw.pl/pet/011901192/
24643,1304/19,Tadzik,dog,Mieszaniec,6 lat,samiec,5 kg,wydane adopcja,ul. Krzyżówki,2019-07-07,2019-06-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190625153500.JPG,https://napaluchu.waw.pl/pet/011901878/
24650,1395/19,,dog,Mieszaniec,5 lat,samica,2 kg,wydane adopcja,Park Szczęśliwicki,2019-07-07,2019-07-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/9196.jpg,https://napaluchu.waw.pl/pet/011902062/
24651,0484/19,Fido,dog,Mieszaniec,7 lat,samiec,10 kg,wydane adopcja,# weryfikacja,2019-07-06,2019-03-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190604121855.jpg,https://napaluchu.waw.pl/pet/011900645/
24652,0613/19,Banan,dog,Mieszaniec,8 lat,samiec,18 kg,wydane adopcja,# weryfikacja,2019-07-06,2019-03-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190512183020.jpg,https://napaluchu.waw.pl/pet/011900817/
24653,0745/19,Torin,dog,Mieszaniec,8 lat,samiec,17 kg,wydane adopcja,Afrykańska,2019-07-06,2019-04-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190612095511.jpg,https://napaluchu.waw.pl/pet/011900978/
24654,1095/19,Arbuz,dog,Mieszaniec,6 lat,samiec,9 kg,wydane adopcja,Osiedle Arbuzowa,2019-07-06,2019-05-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8831_mini.jpg,https://napaluchu.waw.pl/pet/011901483/
24655,1279/19,,dog,Mieszaniec,6 lat,samiec,9 kg,wydane adopcja,ul. Obozowa,2019-07-06,2019-06-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011901816_mini.jpg,https://napaluchu.waw.pl/pet/011901816/
24659,0902/19,Seba,dog,Buldog francuski,9 lat,samiec,14 kg,wydane adopcja,Dzielna,2019-07-05,2019-04-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8629_mini.jpg,https://napaluchu.waw.pl/pet/011901204/
24660,1002/19,Kaja,dog,Mieszaniec,6 lat,samica,19 kg,wydane adopcja,ul. Vogla,2019-07-05,2019-05-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190610103321.jpg,https://napaluchu.waw.pl/pet/011901354/
24662,1371/19,,dog,Mieszaniec,5 lat,samiec,5 kg,wydane adopcja,"ul. Geodetów, Piaseczno",2019-07-05,2019-07-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011902008_mini.jpg,https://napaluchu.waw.pl/pet/011902008/
24665,0741/19,Zumba,dog,Mieszaniec,7 lat,samica,23 kg,wydane adopcja,# weryfikacja,2019-07-04,2019-04-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190505131319.jpg,https://napaluchu.waw.pl/pet/011900974/
24666,1226/19,Plamka,dog,Mieszaniec,15 lat,samica,5 kg,wydane adopcja,,2019-07-04,2019-06-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190628075221.jpg,https://napaluchu.waw.pl/pet/011901713/
24669,0030/18,Gacek,dog,Mieszaniec,9 lat,samiec,49 kg,wydane adopcja,Rondo Żaba,2019-07-04,2018-01-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190401180412.jpg,https://napaluchu.waw.pl/pet/011704131/
24670,1022/19,Megi,dog,Mieszaniec,6 lat,samica,8 kg,wydane adopcja,Sm z ul Płockiej,2019-07-03,2019-05-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190611113139.jpg,https://napaluchu.waw.pl/pet/011901381/
24677,1354/19,,dog,Mieszaniec,5 lat,samica,2 kg,wydane adopcja,z ul. Częstochowska,2019-07-02,2019-07-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9111_mini.jpg,https://napaluchu.waw.pl/pet/011901982/
24680,0648/19,Simon,dog,Foksterier,8 lat,samiec,9 kg,wydane adopcja,z ul. Hlonda,2019-07-01,2019-03-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190519164541.jpg,https://napaluchu.waw.pl/pet/011900855/
24681,1083/19,Lipka,dog,Mieszaniec,12 lat,samica,5 kg,wydane adopcja,# weryfikacja,2019-07-01,2019-05-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617093855.jpg,https://napaluchu.waw.pl/pet/011901468/
24682,0729/19,Maya,dog,Mieszaniec,12 lat,samica,31 kg,wydane adopcja,,2019-06-30,2019-04-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190626152504.jpg,https://napaluchu.waw.pl/pet/011900962/
24683,0842/19,Miodek,dog,Mieszaniec,7 lat,samiec,12 kg,wydane adopcja,ul. Wiertnicza,2019-06-30,2019-04-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617130346.jpg,https://napaluchu.waw.pl/pet/011901122/
24684,1019/19,India,dog,Mieszaniec,11 lat,samica,16 kg,wydane adopcja,dzielnica Stara Miłosna,2019-06-30,2019-05-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190602020445.jpg,https://napaluchu.waw.pl/pet/011901377/
24685,1078/19,Missi,dog,Mieszaniec,7 lat,samica,5 kg,wydane adopcja,# weryfikacja,2019-06-30,2019-05-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190530102020.jpeg,https://napaluchu.waw.pl/pet/011901463/
24686,1097/19,Malutki,dog,Mieszaniec,16 lat,samiec,11 kg,wydane adopcja,ul. Afrykańska,2019-06-30,2019-05-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190628081627.jpg,https://napaluchu.waw.pl/pet/011901482/
24689,1178/18,Tofik,dog,Mieszaniec,9 lat,samiec,24 kg,wydane adopcja,Klaudyny,2019-06-29,2018-06-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/181004193910.jpg,https://napaluchu.waw.pl/pet/011801557/
24690,0671/19,Pako,dog,Pitbul,12 lat,samiec,28 kg,wydane adopcja,Dorycka,2019-06-29,2019-03-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190522121815.png,https://napaluchu.waw.pl/pet/011900887/
24695,0342/15,Urwis,dog,Mieszaniec,17 lat,samiec,18 kg,wydane adopcja,okolice ronda wiatraczna,2019-06-29,2015-02-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190129153008.jpg,https://napaluchu.waw.pl/pet/011500415/
24696,1081/15,Łatek,dog,Mieszaniec,16 lat,samiec,16 kg,wydane adopcja,z Połczyńskiej,2019-06-28,2015-05-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190617095353.png,https://napaluchu.waw.pl/pet/011501363/
24697,0794/19,Alex,dog,Owczarek niemiecki,7 lat,samiec,29 kg,wydane adopcja,Górczewska,2019-06-28,2019-04-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190429015307.jpeg,https://napaluchu.waw.pl/pet/011901062/
24698,0807/19,Pistacja,dog,Mieszaniec,17 lat,samica,18 kg,wydane adopcja,"Gmina Piaseczno, Kamionka, ul. Główna",2019-06-28,2019-04-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190519170228.jpg,https://napaluchu.waw.pl/pet/011901079/
24706,0046/19,Misia,dog,Owczarek kaukaski,9 lat,samica,39 kg,wydane adopcja,Włodarzewska,2019-06-28,2019-01-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190225184352.jpg,https://napaluchu.waw.pl/pet/011900046/
24707,0116/16,Spike,dog,Mieszaniec,12 lat,samiec,10 kg,wydane adopcja,,2019-06-28,2016-01-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190516113152.jpg,https://napaluchu.waw.pl/pet/011600097/
24708,1056/16,Mister,dog,Mieszaniec,14 lat,samiec,16 kg,wydane adopcja,Młoda,2019-06-28,2016-06-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190621143544.jpg,https://napaluchu.waw.pl/pet/011601359/
24709,1000/19,Olimpia,dog,Mieszaniec,6 lat,samica,11 kg,wydane adopcja,"ul. Zawadzka, Wólka Pracka",2019-06-27,2019-05-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190611113519.jpg,https://napaluchu.waw.pl/pet/011901350/
24710,0306/19,Zulejka,dog,Mieszaniec,8 lat,samica,8 kg,wydane adopcja,# weryfikacja,2019-06-26,2019-02-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190527081242.jpg,https://napaluchu.waw.pl/pet/011900416/
24712,0320/19,Osse,dog,Mieszaniec,8 lat,samiec,19 kg,wydane adopcja,# weryfikacja,2019-06-25,2019-02-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190509144059.jpg,https://napaluchu.waw.pl/pet/011900432/
24713,0569/19,Nulek,dog,Mieszaniec,7 lat,samiec,11 kg,wydane adopcja,Góralska,2019-06-25,2019-03-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190613111351.jpg,https://napaluchu.waw.pl/pet/011900762/
24714,1228/19,Piccolo,dog,Mieszaniec,5 lat,samiec,3 kg,wydane adopcja,"Wólka Dworska, Gm. Góra Kalwaria",2019-06-25,2019-06-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190625151355.JPG,https://napaluchu.waw.pl/pet/011901717/
24718,1298/19,,dog,Mieszaniec,5 lat,samiec,2 kg,wydane adopcja,Swojska (działki),2019-06-24,2019-06-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/9044_mini.jpg,https://napaluchu.waw.pl/pet/011901862/
24720,1300/18,Riko,dog,Mieszaniec,8 lat,samiec,27 kg,wydane adopcja,z ul. Wolęcińskiej,2019-06-24,2018-06-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190329101225.jpg,https://napaluchu.waw.pl/pet/011801797/
24721,0552/19,Chaplin,dog,Mieszaniec,8 lat,samiec,20 kg,wydane adopcja,# weryfikacja,2019-06-23,2019-03-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190409092450.jpg,https://napaluchu.waw.pl/pet/011900739/
24722,0781/19,Tequila,dog,Mieszaniec,10 lat,samica,7 kg,wydane adopcja,# weryfikacja,2019-06-23,2019-04-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190507130329.jpg,https://napaluchu.waw.pl/pet/011901026/
24723,0899/19,,dog,Mieszaniec,7 lat,samica,6 kg,wydane adopcja,ul. Schroegera (lecznica),2019-06-23,2019-04-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8626_mini.jpg,https://napaluchu.waw.pl/pet/011901201/
24724,0964/19,Smolik,dog,Mieszaniec,10 lat,samiec,13 kg,wydane adopcja,ul. Trakt Lubelski (lecznica),2019-06-23,2019-05-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190528112114.jpg,https://napaluchu.waw.pl/pet/011901301/
24725,1162/19,Gapcio,dog,Shih Tzu,20 lat,samiec,6 kg,wydane adopcja,"RAszyn, ul. Sportowa",2019-06-23,2019-06-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8896_mini.jpg,https://napaluchu.waw.pl/pet/011901583/
24730,0518/19,Berek,dog,Mieszaniec,7 lat,samiec,15 kg,wydane adopcja,Sm z ul Wolskiej,2019-06-22,2019-03-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190602015501.jpg,https://napaluchu.waw.pl/pet/011900695/
24731,0714/19,Nitka,dog,Mieszaniec,10 lat,samica,9 kg,wydane adopcja,ul. Kanał Żerański,2019-06-22,2019-03-31,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190422185122.jpg,https://napaluchu.waw.pl/pet/011900942/
24732,0750/19,Flips,dog,Mieszaniec,9 lat,samiec,14 kg,wydane adopcja,ul. Wojska Polskiego - Góra Kalwaria,2019-06-22,2019-04-03,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190612093414.jpg,https://napaluchu.waw.pl/pet/011900987/
24733,0816/19,Szorstki,dog,Mieszaniec,11 lat,samiec,10 kg,wydane adopcja,# weryfikacja,2019-06-22,2019-04-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8562_mini.jpg,https://napaluchu.waw.pl/pet/011901091/
24735,0162/19,Helios,dog,Mieszaniec,15 lat,samiec,42 kg,wydane adopcja,Runów ul. Solidarności,2019-06-22,2019-01-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190307113957.jpg,https://napaluchu.waw.pl/pet/011900199/
24737,0314/19,Liban,dog,Mieszaniec,9 lat,samiec,18 kg,wydane adopcja,ul. Brożka,2019-06-20,2019-02-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190506021606.jpg,https://napaluchu.waw.pl/pet/011900424/
24738,0426/19,Bonzo,dog,Mieszaniec,7 lat,samiec,32 kg,wydane adopcja,ul. Łucka,2019-06-20,2019-02-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190512023901.jpg,https://napaluchu.waw.pl/pet/011900569/
24739,1086/19,Łezka,dog,Mieszaniec,8 lat,samica,4 kg,wydane adopcja,# weryfikacja,2019-06-20,2019-05-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190610102425.jpg,https://napaluchu.waw.pl/pet/011901471/
24740,1101/19,,dog,Mieszaniec,7 lat,samiec,9 kg,wydane adopcja,Al. Krakowska,2019-06-20,2019-05-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/8838_mini.jpg,https://napaluchu.waw.pl/pet/011901491/
24742,1255/19,Daisy,dog,Mieszaniec,5 lat,samica,2 kg,wydane adopcja,ul. Brzeska,2019-06-20,2019-06-16,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011901770_mini.jpg,https://napaluchu.waw.pl/pet/011901770/
24743,0519/18,Cezar,dog,Mieszaniec,8 lat,samiec,36 kg,wydane adopcja,Szaserów,2019-06-20,2018-03-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190419182100.jpg,https://napaluchu.waw.pl/pet/011800620/
24745,0561/19,Wiki,dog,Mieszaniec,6 lat,samica,22 kg,wydane adopcja,,2019-06-18,2019-03-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190405024311.jpg,https://napaluchu.waw.pl/pet/011900752/
24746,0981/19,Ziomek,dog,Bernardyn,16 lat,samiec,51 kg,wydane adopcja,# weryfikacja,2019-06-18,2019-05-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190605120527.jpeg,https://napaluchu.waw.pl/pet/011901326/
24747,1126/19,Kapucynka,dog,Mieszaniec,6 lat,samica,3 kg,wydane adopcja,z ul. Na Skraju,2019-06-18,2019-05-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/190528104550.JPG,https://napaluchu.waw.pl/pet/011901520/
24749,1269/19,,dog,Owczarek niemiecki,8 lat,samica,32 kg,wydane adopcja,ul. Urszuli,2019-06-18,2019-06-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011901801.jpg,https://napaluchu.waw.pl/pet/011901801/
